nom_message_clair	nom_complet	opcode_ou_typeurl	direction	champs	fichier:ligne
	ibo	ibo		1:jgz:ejvf;2:bool:ejvg	refs/dofus-deobfs/protos/filtered/ibo.proto:4
	ibp	ibp		1:jgz:ejvk;2:int64:ejvl	refs/dofus-deobfs/protos/filtered/ibp.proto:4
	ibq	ibq		1:int32:ejvp;2:int32:ejvq;3:int32:ejvr	refs/dofus-deobfs/protos/filtered/ibq.proto:3
	ibs	ibs			refs/dofus-deobfs/protos/filtered/ibs.proto:3
	ibt	ibt		1:string:ejvz	refs/dofus-deobfs/protos/filtered/ibt.proto:3
	ibu	ibu			refs/dofus-deobfs/protos/filtered/ibu.proto:3
	ibv	ibv		1:string:ejwg	refs/dofus-deobfs/protos/filtered/ibv.proto:3
	ibx	ibx		1:jlh:ejwl	refs/dofus-deobfs/protos/filtered/ibx.proto:4
	iby	iby		1:jlh:ejwp	refs/dofus-deobfs/protos/filtered/iby.proto:4
	ibz	ibz			refs/dofus-deobfs/protos/filtered/ibz.proto:3
	icb	icb			refs/dofus-deobfs/protos/filtered/icb.proto:3
	icc	icc		1:int32:ejxa;2:int32:ejxb;3:string:ejxc	refs/dofus-deobfs/protos/filtered/icc.proto:3
	icd	icd		1:repeated jol:ejxg	refs/dofus-deobfs/protos/filtered/icd.proto:4
	ice	ice		1:jol:ejxk	refs/dofus-deobfs/protos/filtered/ice.proto:4
	icf	icf		1:int32:ejxo;2:repeated int32:ejxp	refs/dofus-deobfs/protos/filtered/icf.proto:3
	icg	icg		1:int32:ejxt;2:int32:ejxu	refs/dofus-deobfs/protos/filtered/icg.proto:3
	ich	ich		1:repeated jol:ejxy	refs/dofus-deobfs/protos/filtered/ich.proto:4
	icj	icj		1:int64:ejyd;2:int32:ejye;3:int32:ejyf	refs/dofus-deobfs/protos/filtered/icj.proto:3
	ick	ick			refs/dofus-deobfs/protos/filtered/ick.proto:3
	icl	icl			refs/dofus-deobfs/protos/filtered/icl.proto:3
	icm	icm		1:int64:ejyp;2:bool:ejyq	refs/dofus-deobfs/protos/filtered/icm.proto:3
	icn	icn		1:repeated jgz:ejyu	refs/dofus-deobfs/protos/filtered/icn.proto:4
	ico	ico		1:jgz:ejyy	refs/dofus-deobfs/protos/filtered/ico.proto:4
	icp	icp		1:bool:ejzc;2:int64:ejzd	refs/dofus-deobfs/protos/filtered/icp.proto:3
	icq	icq			refs/dofus-deobfs/protos/filtered/icq.proto:3
	icr	icr		1:jlg:ejzk;2:int32:ejzl	refs/dofus-deobfs/protos/filtered/icr.proto:4
	ics	ics		1:jlg:ejzp;2:int32:ejzq	refs/dofus-deobfs/protos/filtered/ics.proto:4
	icu	icu			refs/dofus-deobfs/protos/filtered/icu.proto:3
	icx	icx		1:int64:ejzy;2:int32:ejzz;3:string:ekaa;4:bool:ekab;5:bool:ekac;6:repeated int32:ekad;7:repeated int32:ekae;8:repeated jdi:ekaf;9:int32:ekag;10:int32:ekah;11:int32:ekai;12:int32:ekaj;13:int32:ekak;14:int32:ekal;15:icv:ekam;16:bool:ekan	refs/dofus-deobfs/protos/filtered/icx.proto:4
	ida	ida		1:icy:ekar	refs/dofus-deobfs/protos/filtered/ida.proto:3
	idb	idb		1:string:ekav	refs/dofus-deobfs/protos/filtered/idb.proto:3
	idc	idc		1:jog:ekaz	refs/dofus-deobfs/protos/filtered/idc.proto:4
	idd	idd		1:string:ekbd;2:jog:ekbe	refs/dofus-deobfs/protos/filtered/idd.proto:4
	ide	ide		1:string:ekbi;2:jog:ekbj	refs/dofus-deobfs/protos/filtered/ide.proto:4
	idf	idf		1:int64:ekbn	refs/dofus-deobfs/protos/filtered/idf.proto:3
	idg	idg		1:bool:ekbr	refs/dofus-deobfs/protos/filtered/idg.proto:3
	idh	idh		1:int64:ekbv	refs/dofus-deobfs/protos/filtered/idh.proto:3
	idi	idi		1:int32:ekbz	refs/dofus-deobfs/protos/filtered/idi.proto:3
	idj	idj		1:int64:ekcd	refs/dofus-deobfs/protos/filtered/idj.proto:3
	idk	idk		1:string:ekch	refs/dofus-deobfs/protos/filtered/idk.proto:3
	idl	idl		1:string:ekcl	refs/dofus-deobfs/protos/filtered/idl.proto:3
	idm	idm		1:int32:ekcp	refs/dofus-deobfs/protos/filtered/idm.proto:3
	idn	idn		1:int64:ekct;2:string:ekcu	refs/dofus-deobfs/protos/filtered/idn.proto:3
	ido	ido		1:repeated jlz:ekcy;2:repeated jlz:ekcz	refs/dofus-deobfs/protos/filtered/ido.proto:4
	idp	idp		1:int64:ekdd;2:int64:ekde;3:int64:ekdf;4:repeated jlg:ekdg	refs/dofus-deobfs/protos/filtered/idp.proto:4
	idq	idq			refs/dofus-deobfs/protos/filtered/idq.proto:3
	idr	idr		1:bool:ekdn;2:bool:ekdo	refs/dofus-deobfs/protos/filtered/idr.proto:3
	idt	idt		1:jdl:ekds	refs/dofus-deobfs/protos/filtered/idt.proto:4
	idu	idu		1:jdl:ekdw	refs/dofus-deobfs/protos/filtered/idu.proto:4
	idv	idv		1:string:ekea;2:jlg:ekeb	refs/dofus-deobfs/protos/filtered/idv.proto:4
	idw	idw		1:string:ekef;2:jdn:ekeg;3:int32:ekeh	refs/dofus-deobfs/protos/filtered/idw.proto:4
	idx	idx		1:jdn:ekel	refs/dofus-deobfs/protos/filtered/idx.proto:4
	idy	idy		1:bool:ekep;2:int32:ekeq;3:int64:eker;4:int64:ekes;5:int64:eket;6:string:ekeu;7:int32:ekev;8:int32:ekew	refs/dofus-deobfs/protos/filtered/idy.proto:3
	idz	idz		1:int32:ekfa;2:repeated jpf:ekfb	refs/dofus-deobfs/protos/filtered/idz.proto:4
	iea	iea		1:jpf:ekff	refs/dofus-deobfs/protos/filtered/iea.proto:4
	ieb	ieb		1:int64:ekfj	refs/dofus-deobfs/protos/filtered/ieb.proto:3
	iec	iec		1:joh:ekfn	refs/dofus-deobfs/protos/filtered/iec.proto:4
	ied	ied		1:jdm:ekfr	refs/dofus-deobfs/protos/filtered/ied.proto:4
	iee	iee		1:joh:ekfv	refs/dofus-deobfs/protos/filtered/iee.proto:4
	ief	ief		1:jdm:ekfz	refs/dofus-deobfs/protos/filtered/ief.proto:4
	ieg	ieg		1:int32:ekgd	refs/dofus-deobfs/protos/filtered/ieg.proto:3
	ieh	ieh		1:jlg:ekgh;2:int32:ekgi;3:repeated jgz:ekgj	refs/dofus-deobfs/protos/filtered/ieh.proto:5
	iej	iej		1:repeated jmh:ekgo	refs/dofus-deobfs/protos/filtered/iej.proto:4
	iek	iek		1:jmh:ekgs	refs/dofus-deobfs/protos/filtered/iek.proto:4
	iel	iel		1:int32:ekgw;2:int32:ekgx;3:bool:ekgy	refs/dofus-deobfs/protos/filtered/iel.proto:3
	ien	ien		1:int32:ekhd	refs/dofus-deobfs/protos/filtered/ien.proto:3
	ieo	ieo		1:int32:ekhh;2:string:ekhi;3:int32:ekhj;4:repeated int32:ekhk	refs/dofus-deobfs/protos/filtered/ieo.proto:3
	iep	iep			refs/dofus-deobfs/protos/filtered/iep.proto:3
	ieq	ieq			refs/dofus-deobfs/protos/filtered/ieq.proto:3
	ier	ier			refs/dofus-deobfs/protos/filtered/ier.proto:3
	ies	ies			refs/dofus-deobfs/protos/filtered/ies.proto:3
	iet	iet			refs/dofus-deobfs/protos/filtered/iet.proto:3
	iew	iew		1:repeated ieu:ekij	refs/dofus-deobfs/protos/filtered/iew.proto:3
	iew+ieu	.ieu		1:int64:ekid;2:string:ekie;3:int64:ekif	refs/dofus-deobfs/protos/filtered/iew.proto:5
	iex	iex		1:int64:ekin	refs/dofus-deobfs/protos/filtered/iex.proto:3
	iey	iey		1:int32:ekir;2:int64:ekis;3:int64:ekit;4:int64:ekiu;5:int64:ekiv	refs/dofus-deobfs/protos/filtered/iey.proto:3
	iez	iez		1:repeated string:ekiz	refs/dofus-deobfs/protos/filtered/iez.proto:3
	ifa	ifa		1:string:ekjd	refs/dofus-deobfs/protos/filtered/ifa.proto:3
	ifb	ifb		1:string:ekjh	refs/dofus-deobfs/protos/filtered/ifb.proto:3
	ifd	ifd		1:string:ekjm;2:int32:ekjn;3:int32:ekjo;4:string:ekjp;5:string:ekjq;6:string:ekjr;7:string:ekjs;8:string:ekjt;9:string:ekju;10:string:ekjv;11:string:ekjw;12:string:ekjx;13:string:ekjy	refs/dofus-deobfs/protos/filtered/ifd.proto:3
	ife	ife		1:string:ekkc;2:int32:ekkd	refs/dofus-deobfs/protos/filtered/ife.proto:3
	iff	iff			refs/dofus-deobfs/protos/filtered/iff.proto:3
	ifg	ifg		1:bool:ekkk	refs/dofus-deobfs/protos/filtered/ifg.proto:3
	ifh	ifh			refs/dofus-deobfs/protos/filtered/ifh.proto:3
	ifi	ifi		1:int64:ekkr;2:int32:ekks	refs/dofus-deobfs/protos/filtered/ifi.proto:3
	ifj	ifj		1:bool:ekkw;2:int64:ekkx	refs/dofus-deobfs/protos/filtered/ifj.proto:3
	ifk	ifk			refs/dofus-deobfs/protos/filtered/ifk.proto:3
	ifl	ifl		1:bool:ekle	refs/dofus-deobfs/protos/filtered/ifl.proto:3
	ifo	ifo		1:ifm:ekln	refs/dofus-deobfs/protos/filtered/ifo.proto:5
	ifo+ifm	.ifm		1:jlg:ekli;2:jhv:eklj	refs/dofus-deobfs/protos/filtered/ifo.proto:7
	ifp	ifp		1:bool:eklr;2:jlg:ekls	refs/dofus-deobfs/protos/filtered/ifp.proto:4
	ifq	ifq		1:int64:eklw;2:int64:eklx;3:int64:ekly;4:repeated jhv:eklz	refs/dofus-deobfs/protos/filtered/ifq.proto:4
	ifr	ifr		1:jhv:ekmd;2:jdj:ekme;3:int64:ekmf	refs/dofus-deobfs/protos/filtered/ifr.proto:5
	ifs	ifs		1:string:ekmj;2:int64:ekmk	refs/dofus-deobfs/protos/filtered/ifs.proto:3
	ift	ift		1:bool:ekmo	refs/dofus-deobfs/protos/filtered/ift.proto:3
	ifv	ifv		1:repeated int32:ekmt;2:int64:ekmu;3:bool:ekmv	refs/dofus-deobfs/protos/filtered/ifv.proto:3
	ifw	ifw		1:int32:ekmz	refs/dofus-deobfs/protos/filtered/ifw.proto:3
	ifx	ifx			refs/dofus-deobfs/protos/filtered/ifx.proto:3
	ify	ify		1:jdf:ekng	refs/dofus-deobfs/protos/filtered/ify.proto:4
	ifz	ifz		1:int32:eknk	refs/dofus-deobfs/protos/filtered/ifz.proto:3
	iga	iga		1:int32:ekno;2:bool:eknp	refs/dofus-deobfs/protos/filtered/iga.proto:3
	igb	igb			refs/dofus-deobfs/protos/filtered/igb.proto:3
	igc	igc			refs/dofus-deobfs/protos/filtered/igc.proto:3
	igd	igd		1:int32:eknz	refs/dofus-deobfs/protos/filtered/igd.proto:3
	ige	ige		1:int32:ekod	refs/dofus-deobfs/protos/filtered/ige.proto:3
	igf	igf		1:int32:ekoh;2:int32:ekoi	refs/dofus-deobfs/protos/filtered/igf.proto:3
	igg	igg		1:repeated int32:ekom;2:int32:ekon;3:int64:ekop;4:bool:ekoq	refs/dofus-deobfs/protos/filtered/igg.proto:3
	igh	igh		1:int64:ekou;2:jdf:ekov	refs/dofus-deobfs/protos/filtered/igh.proto:4
	igi	igi		1:int64:ekoz	refs/dofus-deobfs/protos/filtered/igi.proto:3
	igj	igj		1:int64:ekpd;2:int64:ekpe	refs/dofus-deobfs/protos/filtered/igj.proto:3
	igk	igk		1:int64:ekpi;2:int32:ekpj	refs/dofus-deobfs/protos/filtered/igk.proto:3
	igl	igl		1:int32:ekpn	refs/dofus-deobfs/protos/filtered/igl.proto:3
	igm	igm		1:repeated jjd:ekpr	refs/dofus-deobfs/protos/filtered/igm.proto:4
	ign	ign		1:int32:ekpv;2:repeated jit:ekpw;3:repeated jit:ekpx	refs/dofus-deobfs/protos/filtered/ign.proto:4
	igo	igo		1:int32:ekqb;2:repeated jit:ekqc;3:repeated jit:ekqd;4:repeated jij:ekqe	refs/dofus-deobfs/protos/filtered/igo.proto:5
	igp	igp		1:repeated ihc:ekqi	refs/dofus-deobfs/protos/filtered/igp.proto:4
	igr	igr		1:int32:ekqm;2:int64:ekqn;3:repeated jmh:ekqo;4:repeated jfp:ekqp;5:repeated jic:ekqq;6:repeated jid:ekqr;7:repeated ihc:ekqs;8:repeated jiy:ekqt;9:bool:ekqu;10:igv:ekqv;11:jmr:ekqw;12:igx:ekqx;13:igy:ekqy;14:igz:ekqz	refs/dofus-deobfs/protos/filtered/igr.proto:14
	igs	igs		1:repeated jfp:ekre	refs/dofus-deobfs/protos/filtered/igs.proto:4
	igu	igu		1:int32:ekri;2:int64:ekrj;3:jmr:ekrk;4:igx:ekrl;5:igy:ekrm	refs/dofus-deobfs/protos/filtered/igu.proto:6
	igv	igv		1:jmh:ekrr	refs/dofus-deobfs/protos/filtered/igv.proto:4
	igw	igw		1:jmr:ekrv	refs/dofus-deobfs/protos/filtered/igw.proto:4
	igx	igx		1:int32:ekrz;2:int32:eksa;3:int32:eksb;4:repeated jfw:eksc	refs/dofus-deobfs/protos/filtered/igx.proto:4
	igy	igy		1:int32:eksg;2:int64:eksh	refs/dofus-deobfs/protos/filtered/igy.proto:3
	igz	igz		1:jgz:eksl;2:int32:eksm;3:int32:eksn;4:int32:ekso	refs/dofus-deobfs/protos/filtered/igz.proto:4
	ihc	ihc		1:int32:ekss;2:iha:ekst	refs/dofus-deobfs/protos/filtered/ihc.proto:3
	ihg	ihg		1:int32:eksy;2:int64:eksz	refs/dofus-deobfs/protos/filtered/ihg.proto:3
	ihh	ihh		1:int64:ektd	refs/dofus-deobfs/protos/filtered/ihh.proto:3
	ihi	ihi		1:int32:ekth;2:int32:ekti	refs/dofus-deobfs/protos/filtered/ihi.proto:3
	ihj	ihj		1:int32:ektm;2:int64:ektn	refs/dofus-deobfs/protos/filtered/ihj.proto:3
	ihk	ihk		1:bool:ektr;2:int32:ekts	refs/dofus-deobfs/protos/filtered/ihk.proto:3
	ihl	ihl		1:repeated jnt:ektw	refs/dofus-deobfs/protos/filtered/ihl.proto:4
	ihm	ihm		1:bool:ekua;2:int32:ekub;3:bool:ekuc	refs/dofus-deobfs/protos/filtered/ihm.proto:3
	ihn	ihn		1:repeated int32:ekug	refs/dofus-deobfs/protos/filtered/ihn.proto:3
	ijj	ijj		1:int32:elci;2:int64:elcj;3:ijd:elck;4:ije:elcl;5:ijf:elcm;6:ijg:elcn;7:ijh:elco;8:ijc:elcp;9:ija:elcq;10:ijb:elcr;11:iiy:elcs;12:iiz:elct;13:iiv:elcu;14:iiw:elcv;15:iix:elcw;16:iiu:elcx;17:iio:elcy;18:iip:elcz;19:iiq:elda;20:iii:eldb;21:iij:eldc;22:iin:eldd;23:iif:elde;24:iig:eldf;25:iih:eldg;26:ihw:eldh;27:iid:eldi;28:iie:eldj;29:iht:eldk;30:ihu:eldl;31:ihv:eldm;32:ihp:eldn;33:ihq:eldo;34:ihr:eldp;35:ihs:eldq	refs/dofus-deobfs/protos/filtered/ijj.proto:12
	ijj+ijd	.ijd		1:int64:elbk;2:int32:elbl;3:int32:elbm	refs/dofus-deobfs/protos/filtered/ijj.proto:50
	ijj+ije	.ije		1:int64:elbq;2:int32:elbr	refs/dofus-deobfs/protos/filtered/ijj.proto:55
	ijj+ijf	.ijf		1:int64:elbv	refs/dofus-deobfs/protos/filtered/ijj.proto:59
	ijj+ijg	.ijg		1:int64:elbz;2:int32:elca	refs/dofus-deobfs/protos/filtered/ijj.proto:62
	ijj+ijh	.ijh		1:int64:elce	refs/dofus-deobfs/protos/filtered/ijj.proto:66
	ijj+ijc	.ijc		1:jjt:elbg	refs/dofus-deobfs/protos/filtered/ijj.proto:69
	ijj+ija	.ija		1:int64:elas;2:int32:elat;3:int32:elau;4:int32:elav;5:int32:elaw	refs/dofus-deobfs/protos/filtered/ijj.proto:72
	ijj+ijb	.ijb		1:int64:elbb;2:int32:elbc	refs/dofus-deobfs/protos/filtered/ijj.proto:79
	ijj+iiy	.iiy		1:int64:elah;2:int32:elai	refs/dofus-deobfs/protos/filtered/ijj.proto:83
	ijj+iiz	.iiz		1:int64:elam;2:int32:elan;3:int32:elao	refs/dofus-deobfs/protos/filtered/ijj.proto:87
	ijj+iiv	.iiv		1:int64:ekzv	refs/dofus-deobfs/protos/filtered/ijj.proto:92
	ijj+iiw	.iiw		1:int64:ekzz	refs/dofus-deobfs/protos/filtered/ijj.proto:95
	ijj+iix	.iix		1:int64:elad	refs/dofus-deobfs/protos/filtered/ijj.proto:98
	ijj+iiu	.iiu		1:int64:ekzj;2:int32:ekzk;3:ihe:ekzl;4:bool:ekzm;5:bool:ekzn;6:iis:ekzo;7:int32:ekzp	refs/dofus-deobfs/protos/filtered/ijj.proto:101
	ijj+iiu+iis	.iis		1:int32:ekzd;2:int32:ekze;3:repeated int32:ekzf	refs/dofus-deobfs/protos/filtered/ijj.proto:111
	ijj+iio	.iio		1:repeated int64:ekyp	refs/dofus-deobfs/protos/filtered/ijj.proto:117
	ijj+iip	.iip		1:int64:ekyt;2:int32:ekyu	refs/dofus-deobfs/protos/filtered/ijj.proto:120
	ijj+iiq	.iiq		1:int64:ekyy;2:int32:ekyz	refs/dofus-deobfs/protos/filtered/ijj.proto:124
	ijj+iii	.iii		1:int64:ekxq;2:int32:ekxr	refs/dofus-deobfs/protos/filtered/ijj.proto:128
	ijj+iij	.iij		1:int64:ekxv;2:int32:ekxw;3:int32:ekxx	refs/dofus-deobfs/protos/filtered/ijj.proto:132
	ijj+iin	.iin		1:int64:ekyg;2:bool:ekyh;3:iil:ekyi;4:int32:ekyj	refs/dofus-deobfs/protos/filtered/ijj.proto:137
	ijj+iin+iil	.iil		1:int32:ekyb;2:bool:ekyc	refs/dofus-deobfs/protos/filtered/ijj.proto:144
	ijj+iif	.iif		3:int64:ekxb;4:int32:ekxc	refs/dofus-deobfs/protos/filtered/ijj.proto:149
	ijj+iig	.iig		3:int64:ekxg;4:int64:ekxh	refs/dofus-deobfs/protos/filtered/ijj.proto:153
	ijj+iih	.iih		3:int64:ekxl;4:jie:ekxm	refs/dofus-deobfs/protos/filtered/ijj.proto:157
	ijj+ihw	.ihw		1:int64:ekvw;2:jdb:ekvx	refs/dofus-deobfs/protos/filtered/ijj.proto:161
	ijj+iid	.iid		1:ihy:ekwr;2:iib:ekws	refs/dofus-deobfs/protos/filtered/ijj.proto:165
	ijj+iid+ihy	.ihy		1:repeated jfp:ekwb	refs/dofus-deobfs/protos/filtered/ijj.proto:170
	ijj+iid+iib	.iib		1:repeated ihz:ekwn	refs/dofus-deobfs/protos/filtered/ijj.proto:173
	ijj+iid+iib+ihz	.ihz		1:ijv:ekwf;2:int32:ekwg;3:jie:ekwh;4:jlb:ekwi;5:repeated jfq:ekwj	refs/dofus-deobfs/protos/filtered/ijj.proto:175
	ijj+iie	.iie		1:jkf:ekwx	refs/dofus-deobfs/protos/filtered/ijj.proto:184
	ijj+iht	.iht		1:int32:ekvh	refs/dofus-deobfs/protos/filtered/ijj.proto:187
	ijj+ihu	.ihu		1:int32:ekvl;2:int32:ekvm;3:int64:ekvn	refs/dofus-deobfs/protos/filtered/ijj.proto:190
	ijj+ihv	.ihv		1:int32:ekvr;2:bool:ekvs	refs/dofus-deobfs/protos/filtered/ijj.proto:195
	ijj+ihp	.ihp		3:int64:ekuk;4:int32:ekul	refs/dofus-deobfs/protos/filtered/ijj.proto:199
	ijj+ihq	.ihq		3:int64:ekup;4:int32:ekuq	refs/dofus-deobfs/protos/filtered/ijj.proto:203
	ijj+ihr	.ihr		3:int64:ekuu;4:int32:ekuv	refs/dofus-deobfs/protos/filtered/ijj.proto:207
	ijj+ihs	.ihs		1:int32:ekuz;2:bool:ekva;3:int32:ekvb;4:int32:ekvc;5:int32:ekvd	refs/dofus-deobfs/protos/filtered/ijj.proto:211
	ijm	ijm		1:repeated ijk:eleb	refs/dofus-deobfs/protos/filtered/ijm.proto:3
	ijm+ijk	.ijk		1:int32:eldv;2:int64:eldw;3:int32:eldx	refs/dofus-deobfs/protos/filtered/ijm.proto:5
	ijn	ijn		1:ihf:elef;2:int64:eleg	refs/dofus-deobfs/protos/filtered/ijn.proto:4
	ijo	ijo		1:int32:elek;2:int64:elel;3:ihf:elen	refs/dofus-deobfs/protos/filtered/ijo.proto:4
	ijv	ijv		1:ijr:elfm;2:ijs:elfn;3:ijt:elfo	refs/dofus-deobfs/protos/filtered/ijv.proto:3
	ijv+ijr	.ijr		1:int32:eler;2:int32:eles;3:int32:eleu	refs/dofus-deobfs/protos/filtered/ijv.proto:9
	ijv+ijs	.ijs		1:string:elfa;2:int32:elfb	refs/dofus-deobfs/protos/filtered/ijv.proto:16
	ijv+ijt	.ijt		1:int32:elff;2:int32:elfg;3:int64:elfh;4:int64:elfi	refs/dofus-deobfs/protos/filtered/ijv.proto:20
	ijx	ijx			refs/dofus-deobfs/protos/filtered/ijx.proto:3
	ijy	ijy		1:int32:elfx;2:bool:elfy	refs/dofus-deobfs/protos/filtered/ijy.proto:3
	ikb	ikb		1:repeated ijz:elgh	refs/dofus-deobfs/protos/filtered/ikb.proto:3
	ikb+ijz	.ijz		1:int32:elgc;2:bool:elgd	refs/dofus-deobfs/protos/filtered/ikb.proto:5
	ikd	ikd		1:bool:elgm	refs/dofus-deobfs/protos/filtered/ikd.proto:3
	ike	ike		1:bool:elgq	refs/dofus-deobfs/protos/filtered/ike.proto:3
	ikf	ikf		1:repeated jjp:elgu;2:repeated jkf:elgv;3:int32:elgw;4:int32:elgx;5:repeated jkg:elgy;6:ilu:elgz	refs/dofus-deobfs/protos/filtered/ikf.proto:7
	ikg	ikg		1:int32:elhd;2:int32:elhe;3:int32:elhf;4:repeated jkz:elhg;5:repeated jla:elhh;6:int32:elhi	refs/dofus-deobfs/protos/filtered/ikg.proto:5
	ikh	ikh		1:ikp:elhn	refs/dofus-deobfs/protos/filtered/ikh.proto:5
	iko	iko		1:int64:elij;2:jdc:elik;3:ikj:elil;4:ikk:elim;5:ikl:elin;6:ikm:elio	refs/dofus-deobfs/protos/filtered/iko.proto:4
	iko+ikj	.ikj			refs/dofus-deobfs/protos/filtered/iko.proto:13
	iko+ikk	.ikk		1:int32:elhv	refs/dofus-deobfs/protos/filtered/iko.proto:15
	iko+ikl	.ikl		1:int32:elhz;2:iko:elia	refs/dofus-deobfs/protos/filtered/iko.proto:18
	iko+ikm	.ikm		1:int32:elie;2:iko:elif	refs/dofus-deobfs/protos/filtered/iko.proto:22
	ikp	ikp		1:int32:elit;2:int32:eliu;3:int32:eliv;4:int32:eliw;5:int32:elix;6:int32:eliy;7:int32:eliz	refs/dofus-deobfs/protos/filtered/ikp.proto:3
	ikz	ikz		1:ikq:ellp;2:ikr:ellq;3:iks:ellr;4:ikt:ells;5:iku:ellt;6:ikv:ellu;7:ikw:ellv;8:ikw:ellw;9:ikx:ellx;10:iko:elly	refs/dofus-deobfs/protos/filtered/ikz.proto:4
	ikz+ikq	.ikq		1:int32:eljd;2:int32:elje;3:int32:eljf;4:int32:eljg;5:int32:eljh;6:int32:elji;7:float:eljj;8:float:eljk;9:int32:eljl	refs/dofus-deobfs/protos/filtered/ikz.proto:15
	ikz+ikr	.ikr		1:int32:eljp;2:int32:eljq;3:int32:eljr;4:int32:eljs;5:int32:eljt;6:int32:elju;7:float:eljv;8:int32:eljw	refs/dofus-deobfs/protos/filtered/ikz.proto:26
	ikz+iks	.iks		1:int32:elka;2:int32:elkb;3:float:elkc;4:float:elkd	refs/dofus-deobfs/protos/filtered/ikz.proto:36
	ikz+ikt	.ikt		1:int32:elkh;2:int32:elki;3:float:elkj	refs/dofus-deobfs/protos/filtered/ikz.proto:42
	ikz+iku	.iku		1:int32:elkn;2:int32:elko;3:float:elkp	refs/dofus-deobfs/protos/filtered/ikz.proto:47
	ikz+ikv	.ikv		1:int32:elkt;2:int32:elku;3:float:elkv	refs/dofus-deobfs/protos/filtered/ikz.proto:52
	ikz+ikw	.ikw		1:int32:elkz;2:int32:ella;3:int32:ellb;4:float:ellc;5:float:elld;6:float:elle;7:float:ellf	refs/dofus-deobfs/protos/filtered/ikz.proto:57
	ikz+ikx	.ikx		1:int32:ellj;2:int32:ellk;3:int32:elll	refs/dofus-deobfs/protos/filtered/ikz.proto:66
	ila	ila		1:int32:elmc	refs/dofus-deobfs/protos/filtered/ila.proto:3
	ilb	ilb		1:repeated int64:elmg;2:repeated int64:elmh	refs/dofus-deobfs/protos/filtered/ilb.proto:3
	ilc	ilc		1:int64:elml;2:int32:elmm;3:int32:elmn;4:int32:elmo	refs/dofus-deobfs/protos/filtered/ilc.proto:3
	ild	ild		1:int32:elmt;2:jdc:elmu;3:int32:elmv	refs/dofus-deobfs/protos/filtered/ild.proto:4
	ile	ile			refs/dofus-deobfs/protos/filtered/ile.proto:3
	ilf	ilf		1:bool:elnc	refs/dofus-deobfs/protos/filtered/ilf.proto:3
	ili	ili		1:repeated ilg:elnl	refs/dofus-deobfs/protos/filtered/ili.proto:3
	ili+ilg	.ilg		1:int64:elng;2:int32:elnh	refs/dofus-deobfs/protos/filtered/ili.proto:5
	ilj	ilj		1:int64:elnp;2:int64:elnq;3:int32:elnr;4:repeated jpg:elns;5:jhw:elnt;6:repeated jmj:elnu	refs/dofus-deobfs/protos/filtered/ilj.proto:6
	ilk	ilk		1:int64:elny;2:int64:elnz	refs/dofus-deobfs/protos/filtered/ilk.proto:3
	ill	ill		1:int64:elod;2:jlb:eloe	refs/dofus-deobfs/protos/filtered/ill.proto:4
	ilm	ilm		1:int64:eloi	refs/dofus-deobfs/protos/filtered/ilm.proto:3
	iln	iln		1:repeated jfp:elom	refs/dofus-deobfs/protos/filtered/iln.proto:4
	ilo	ilo		1:int64:eloq	refs/dofus-deobfs/protos/filtered/ilo.proto:3
	ilp	ilp		1:jfp:elou;2:bool:elov	refs/dofus-deobfs/protos/filtered/ilp.proto:4
	ilq	ilq		1:jfp:eloz	refs/dofus-deobfs/protos/filtered/ilq.proto:4
	ilt	ilt		1:int64:elpd;2:ilr:elpe	refs/dofus-deobfs/protos/filtered/ilt.proto:3
	ilu	ilu		1:repeated jkh:elpi;2:int32:elpj;3:int32:elpk;4:repeated jki:elpl	refs/dofus-deobfs/protos/filtered/ilu.proto:5
	ilv	ilv		1:int64:elpp;2:int64:elpq;3:jjo:elpr	refs/dofus-deobfs/protos/filtered/ilv.proto:4
	ilx	ilx		1:int64:elpw;2:int32:elpx	refs/dofus-deobfs/protos/filtered/ilx.proto:3
	ily	ily		1:int64:elqb	refs/dofus-deobfs/protos/filtered/ily.proto:3
	ilz	ilz		1:int32:elqf;2:int64:elqg	refs/dofus-deobfs/protos/filtered/ilz.proto:3
	ima	ima		1:int32:elqk	refs/dofus-deobfs/protos/filtered/ima.proto:3
	imb	imb		1:int32:elqo	refs/dofus-deobfs/protos/filtered/imb.proto:3
	imc	imc		1:jcz:elqs	refs/dofus-deobfs/protos/filtered/imc.proto:4
	imd	imd		1:bool:elqw	refs/dofus-deobfs/protos/filtered/imd.proto:3
	ime	ime		1:jcx:elra;2:int32:elrb;3:int64:elrc;4:int64:elrd;5:bool:elre;6:repeated int32:elrf	refs/dofus-deobfs/protos/filtered/ime.proto:4
	imf	imf		1:bool:elrj;2:bool:elrk;3:bool:elrl;4:bool:elrm;5:int64:elrn;6:jcx:elro	refs/dofus-deobfs/protos/filtered/imf.proto:4
	imh	imh		1:imf:elrs;2:repeated jij:elrt	refs/dofus-deobfs/protos/filtered/imh.proto:5
	imi	imi		1:jjo:elrx;2:jdc:elry	refs/dofus-deobfs/protos/filtered/imi.proto:5
	imj	imj			refs/dofus-deobfs/protos/filtered/imj.proto:3
	imk	imk		1:int32:elsf;2:int64:elsg;3:int32:elsh;4:int64:elsi;5:int32:elsj	refs/dofus-deobfs/protos/filtered/imk.proto:3
