type_nom	protocol_id	fichier:ligne	nb_champs	champs	parent	ordre_serialisation	emu	version
AbstractCharacterInformation	400	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/AbstractCharacterInformation.as:8	1	id:Number		id:writeVarLong	client-as3	242
AbstractCharacterToRefurbishInformation	475	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/choice/AbstractCharacterToRefurbishInformation.as:10	2	colors:Vector.<int>;cosmeticId:uint	AbstractCharacterInformation	super:AbstractCharacterInformation;colors#len:writeShort;colors[]:writeInt;cosmeticId:writeVarInt	client-as3	242
AbstractContactInformations	380	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/friend/AbstractContactInformations.as:8	2	accountId:uint;accountName:String		accountId:writeInt;accountName:writeUTF	client-as3	242
AbstractFightDispellableEffect	206	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/actions/fight/AbstractFightDispellableEffect.as:9	7	uid:uint;targetId:Number;turnDuration:int;dispelable:uint;spellId:uint;effectId:uint;parentBoostUid:uint		uid:writeVarInt;targetId:writeDouble;turnDuration:writeShort;dispelable:writeByte;spellId:writeVarShort;effectId:writeVarInt;parentBoostUid:writeVarInt	client-as3	242
AbstractFightTeamInformations	116	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/fight/AbstractFightTeamInformations.as:8	5	teamId:uint;leaderId:Number;teamSide:int;teamTypeId:uint;nbWaves:uint		teamId:writeByte;leaderId:writeDouble;teamSide:writeByte;teamTypeId:writeByte;nbWaves:writeByte	client-as3	242
AbstractSocialGroupInfos	416	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/social/AbstractSocialGroupInfos.as:8	0				client-as3	242
AccountHouseInformations	390	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/house/AccountHouseInformations.as:9	5	houseInfos:HouseInstanceInformations;worldX:int;worldY:int;mapId:int;subAreaId:uint	HouseInformations	super:HouseInformations;#typeId:writeShort;houseInfos:serialize;worldX:writeShort;worldY:writeShort;mapId:writeInt;subAreaId:writeVarShort	client-as3	242
Achievement	363	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/achievement/Achievement.as:9	3	id:uint;finishedObjective:Vector.<AchievementObjective>;startedObjectives:Vector.<AchievementStartedObjective>		id:writeVarShort;finishedObjective#len:writeShort;finishedObjective[]:asAchievementObjective;startedObjectives#len:writeShort;startedObjectives[]:asAchievementStartedObjective	client-as3	242
AchievementObjective	404	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/achievement/AchievementObjective.as:9	2	id:uint;maxValue:uint		id:writeVarInt;maxValue:writeVarShort	client-as3	242
AchievementRewardable	412	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/achievement/AchievementRewardable.as:9	2	id:uint;finishedlevel:uint		id:writeVarShort;finishedlevel:writeByte	client-as3	242
AchievementStartedObjective	402	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/achievement/AchievementStartedObjective.as:9	1	value:uint	AchievementObjective	super:AchievementObjective;value:writeVarShort	client-as3	242
ActorAlignmentInformations	201	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/alignment/ActorAlignmentInformations.as:8	4	alignmentSide:int;alignmentValue:uint;alignmentGrade:uint;characterPower:Number		alignmentSide:writeByte;alignmentValue:writeByte;alignmentGrade:writeByte;characterPower:writeDouble	client-as3	242
ActorExtendedAlignmentInformations	202	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/alignment/ActorExtendedAlignmentInformations.as:8	4	honor:uint;honorGradeFloor:uint;honorNextGradeFloor:uint;aggressable:uint	ActorAlignmentInformations	super:ActorAlignmentInformations;honor:writeVarShort;honorGradeFloor:writeVarShort;honorNextGradeFloor:writeVarShort;aggressable:writeByte	client-as3	242
ActorOrientation	353	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/ActorOrientation.as:9	2	id:Number;direction:uint		id:writeDouble;direction:writeByte	client-as3	242
ActorRestrictionsInformations	204	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/restriction/ActorRestrictionsInformations.as:9	21	cantBeAggressed:Boolean;cantBeChallenged:Boolean;cantTrade:Boolean;cantBeAttackedByMutant:Boolean;cantRun:Boolean;forceSlowWalk:Boolean;cantMinimize:Boolean;cantMove:Boolean;cantAggress:Boolean;cantChallenge:Boolean;cantExchange:Boolean;cantAttack:Boolean;cantChat:Boolean;cantBeMerchant:Boolean;cantUseObject:Boolean;cantUseTaxCollector:Boolean;cantUseInteractive:Boolean;cantSpeakToNPC:Boolean;cantChangeZone:Boolean;cantAttackMonster:Boolean;cantWalk8Directions:Boolean		cantBeAggressed:bit0;cantBeChallenged:bit1;cantTrade:bit2;cantBeAttackedByMutant:bit3;cantRun:bit4;forceSlowWalk:bit5;cantMinimize:bit6;cantMove:bit7;#local:writeByte;cantAggress:bit0;cantChallenge:bit1;cantExchange:bit2;cantAttack:bit3;cantChat:bit4;cantBeMerchant:bit5;cantUseObject:bit6;cantUseTaxCollector:bit7;#local:writeByte;cantUseInteractive:bit0;cantSpeakToNPC:bit1;cantChangeZone:bit2;cantAttackMonster:bit3;cantWalk8Directions:bit4;#local:writeByte	client-as3	242
AdditionalTaxCollectorInformations	165	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/AdditionalTaxCollectorInformations.as:8	2	collectorCallerName:String;date:uint		collectorCallerName:writeUTF;date:writeInt	client-as3	242
AllianceFactSheetInformations	421	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/social/AllianceFactSheetInformations.as:11	1	creationDate:uint	AllianceInformations	super:AllianceInformations;creationDate:writeInt	client-as3	242
AllianceInformations	417	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/AllianceInformations.as:9	1	allianceEmblem:GuildEmblem	BasicNamedAllianceInformations	super:BasicNamedAllianceInformations;allianceEmblem:asGuildEmblem	client-as3	242
AllianceInsiderPrismInformation	431	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/prism/AllianceInsiderPrismInformation.as:9	5	lastTimeSlotModificationDate:uint;lastTimeSlotModificationAuthorGuildId:uint;lastTimeSlotModificationAuthorId:Number;lastTimeSlotModificationAuthorName:String;modulesObjects:Vector.<ObjectItem>	PrismInformation	super:PrismInformation;lastTimeSlotModificationDate:writeInt;lastTimeSlotModificationAuthorGuildId:writeVarInt;lastTimeSlotModificationAuthorId:writeVarLong;lastTimeSlotModificationAuthorName:writeUTF;modulesObjects#len:writeShort;modulesObjects[]:asObjectItem	client-as3	242
AlliancePrismInformation	427	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/prism/AlliancePrismInformation.as:9	1	alliance:AllianceInformations	PrismInformation	super:PrismInformation;alliance:asAllianceInformations	client-as3	242
AllianceVersatileInformations	432	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/social/AllianceVersatileInformations.as:9	4	allianceId:uint;nbGuilds:uint;nbMembers:uint;nbSubarea:uint		allianceId:writeVarInt;nbGuilds:writeVarShort;nbMembers:writeVarShort;nbSubarea:writeVarShort	client-as3	242
AlliancedGuildFactSheetInformations	422	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/social/AlliancedGuildFactSheetInformations.as:12	1	allianceInfos:BasicNamedAllianceInformations	GuildInformations	super:GuildInformations;allianceInfos:asBasicNamedAllianceInformations	client-as3	242
AlternativeMonstersInGroupLightInformations	394	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/AlternativeMonstersInGroupLightInformations.as:8	2	playerCount:int;monsters:Vector.<MonsterInGroupLightInformations>		playerCount:writeInt;monsters#len:writeShort;monsters[]:asMonsterInGroupLightInformations	client-as3	242
ArenaRankInfos	499	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/fight/arena/ArenaRankInfos.as:9	4	rank:uint;bestRank:uint;victoryCount:uint;fightcount:uint		rank:writeVarShort;bestRank:writeVarShort;victoryCount:writeVarShort;fightcount:writeVarShort	client-as3	242
AtlasPointsInformations	175	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/AtlasPointsInformations.as:9	2	type:uint;coords:Vector.<MapCoordinatesExtended>		type:writeByte;coords#len:writeShort;coords[]:asMapCoordinatesExtended	client-as3	242
BasicAllianceInformations	419	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/BasicAllianceInformations.as:9	2	allianceId:uint;allianceTag:String	AbstractSocialGroupInfos	super:AbstractSocialGroupInfos;allianceId:writeVarInt;allianceTag:writeUTF	client-as3	242
BasicGuildInformations	365	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/BasicGuildInformations.as:9	3	guildId:uint;guildName:String;guildLevel:uint	AbstractSocialGroupInfos	super:AbstractSocialGroupInfos;guildId:writeVarInt;guildName:writeUTF;guildLevel:writeByte	client-as3	242
BasicNamedAllianceInformations	418	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/BasicNamedAllianceInformations.as:8	1	allianceName:String	BasicAllianceInformations	super:BasicAllianceInformations;allianceName:writeUTF	client-as3	242
BidExchangerObjectInfo	122	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/BidExchangerObjectInfo.as:10	3	objectUID:uint;effects:Vector.<ObjectEffect>;prices:Vector.<Number>		objectUID:writeVarInt;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize;prices#len:writeShort;prices[]:writeVarLong	client-as3	242
CharacterBaseCharacteristic	4	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterBaseCharacteristic.as:8	5	base:int;additionnal:int;objectsAndMountBonus:int;alignGiftBonus:int;contextModif:int		base:writeVarShort;additionnal:writeVarShort;objectsAndMountBonus:writeVarShort;alignGiftBonus:writeVarShort;contextModif:writeVarShort	client-as3	242
CharacterBaseInformations	45	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterBaseInformations.as:10	2	breed:int;sex:Boolean	CharacterMinimalPlusLookInformations	super:CharacterMinimalPlusLookInformations;breed:writeByte;sex:writeBoolean	client-as3	242
CharacterBasicMinimalInformations	503	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/CharacterBasicMinimalInformations.as:8	1	name:String	AbstractCharacterInformation	super:AbstractCharacterInformation;name:writeUTF	client-as3	242
CharacterCharacteristicsInformations	8	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterCharacteristicsInformations.as:9	85	experience:Number;experienceLevelFloor:Number;experienceNextLevelFloor:Number;experienceBonusLimit:Number;kamas:Number;statsPoints:uint;additionnalPoints:uint;spellsPoints:uint;alignmentInfos:ActorExtendedAlignmentInformations;lifePoints:uint;maxLifePoints:uint;energyPoints:uint;maxEnergyPoints:uint;actionPointsCurrent:int;movementPointsCurrent:int;initiative:CharacterBaseCharacteristic;prospecting:CharacterBaseCharacteristic;actionPoints:CharacterBaseCharacteristic;movementPoints:CharacterBaseCharacteristic;strength:CharacterBaseCharacteristic;vitality:CharacterBaseCharacteristic;wisdom:CharacterBaseCharacteristic;chance:CharacterBaseCharacteristic;agility:CharacterBaseCharacteristic;intelligence:CharacterBaseCharacteristic;range:CharacterBaseCharacteristic;summonableCreaturesBoost:CharacterBaseCharacteristic;reflect:CharacterBaseCharacteristic;criticalHit:CharacterBaseCharacteristic;criticalHitWeapon:uint;criticalMiss:CharacterBaseCharacteristic;healBonus:CharacterBaseCharacteristic;allDamagesBonus:CharacterBaseCharacteristic;weaponDamagesBonusPercent:CharacterBaseCharacteristic;damagesBonusPercent:CharacterBaseCharacteristic;trapBonus:CharacterBaseCharacteristic;trapBonusPercent:CharacterBaseCharacteristic;glyphBonusPercent:CharacterBaseCharacteristic;runeBonusPercent:CharacterBaseCharacteristic;permanentDamagePercent:CharacterBaseCharacteristic;tackleBlock:CharacterBaseCharacteristic;tackleEvade:CharacterBaseCharacteristic;PAAttack:CharacterBaseCharacteristic;PMAttack:CharacterBaseCharacteristic;pushDamageBonus:CharacterBaseCharacteristic;criticalDamageBonus:CharacterBaseCharacteristic;neutralDamageBonus:CharacterBaseCharacteristic;earthDamageBonus:CharacterBaseCharacteristic;waterDamageBonus:CharacterBaseCharacteristic;airDamageBonus:CharacterBaseCharacteristic;fireDamageBonus:CharacterBaseCharacteristic;dodgePALostProbability:CharacterBaseCharacteristic;dodgePMLostProbability:CharacterBaseCharacteristic;neutralElementResistPercent:CharacterBaseCharacteristic;earthElementResistPercent:CharacterBaseCharacteristic;waterElementResistPercent:CharacterBaseCharacteristic;airElementResistPercent:CharacterBaseCharacteristic;fireElementResistPercent:CharacterBaseCharacteristic;neutralElementReduction:CharacterBaseCharacteristic;earthElementReduction:CharacterBaseCharacteristic;waterElementReduction:CharacterBaseCharacteristic;airElementReduction:CharacterBaseCharacteristic;fireElementReduction:CharacterBaseCharacteristic;pushDamageReduction:CharacterBaseCharacteristic;criticalDamageReduction:CharacterBaseCharacteristic;pvpNeutralElementResistPercent:CharacterBaseCharacteristic;pvpEarthElementResistPercent:CharacterBaseCharacteristic;pvpWaterElementResistPercent:CharacterBaseCharacteristic;pvpAirElementResistPercent:CharacterBaseCharacteristic;pvpFireElementResistPercent:CharacterBaseCharacteristic;pvpNeutralElementReduction:CharacterBaseCharacteristic;pvpEarthElementReduction:CharacterBaseCharacteristic;pvpWaterElementReduction:CharacterBaseCharacteristic;pvpAirElementReduction:CharacterBaseCharacteristic;pvpFireElementReduction:CharacterBaseCharacteristic;meleeDamageDonePercent:CharacterBaseCharacteristic;meleeDamageReceivedPercent:CharacterBaseCharacteristic;rangedDamageDonePercent:CharacterBaseCharacteristic;rangedDamageReceivedPercent:CharacterBaseCharacteristic;weaponDamageDonePercent:CharacterBaseCharacteristic;weaponDamageReceivedPercent:CharacterBaseCharacteristic;spellDamageDonePercent:CharacterBaseCharacteristic;spellDamageReceivedPercent:CharacterBaseCharacteristic;spellModifications:Vector.<CharacterSpellModification>;probationTime:uint		experience:writeVarLong;experienceLevelFloor:writeVarLong;experienceNextLevelFloor:writeVarLong;experienceBonusLimit:writeVarLong;kamas:writeVarLong;statsPoints:writeVarShort;additionnalPoints:writeVarShort;spellsPoints:writeVarShort;alignmentInfos:asActorExtendedAlignmentInformations;lifePoints:writeVarInt;maxLifePoints:writeVarInt;energyPoints:writeVarShort;maxEnergyPoints:writeVarShort;actionPointsCurrent:writeVarShort;movementPointsCurrent:writeVarShort;initiative:asCharacterBaseCharacteristic;prospecting:asCharacterBaseCharacteristic;actionPoints:asCharacterBaseCharacteristic;movementPoints:asCharacterBaseCharacteristic;strength:asCharacterBaseCharacteristic;vitality:asCharacterBaseCharacteristic;wisdom:asCharacterBaseCharacteristic;chance:asCharacterBaseCharacteristic;agility:asCharacterBaseCharacteristic;intelligence:asCharacterBaseCharacteristic;range:asCharacterBaseCharacteristic;summonableCreaturesBoost:asCharacterBaseCharacteristic;reflect:asCharacterBaseCharacteristic;criticalHit:asCharacterBaseCharacteristic;criticalHitWeapon:writeVarShort;criticalMiss:asCharacterBaseCharacteristic;healBonus:asCharacterBaseCharacteristic;allDamagesBonus:asCharacterBaseCharacteristic;weaponDamagesBonusPercent:asCharacterBaseCharacteristic;damagesBonusPercent:asCharacterBaseCharacteristic;trapBonus:asCharacterBaseCharacteristic;trapBonusPercent:asCharacterBaseCharacteristic;glyphBonusPercent:asCharacterBaseCharacteristic;runeBonusPercent:asCharacterBaseCharacteristic;permanentDamagePercent:asCharacterBaseCharacteristic;tackleBlock:asCharacterBaseCharacteristic;tackleEvade:asCharacterBaseCharacteristic;PAAttack:asCharacterBaseCharacteristic;PMAttack:asCharacterBaseCharacteristic;pushDamageBonus:asCharacterBaseCharacteristic;criticalDamageBonus:asCharacterBaseCharacteristic;neutralDamageBonus:asCharacterBaseCharacteristic;earthDamageBonus:asCharacterBaseCharacteristic;waterDamageBonus:asCharacterBaseCharacteristic;airDamageBonus:asCharacterBaseCharacteristic;fireDamageBonus:asCharacterBaseCharacteristic;dodgePALostProbability:asCharacterBaseCharacteristic;dodgePMLostProbability:asCharacterBaseCharacteristic;neutralElementResistPercent:asCharacterBaseCharacteristic;earthElementResistPercent:asCharacterBaseCharacteristic;waterElementResistPercent:asCharacterBaseCharacteristic;airElementResistPercent:asCharacterBaseCharacteristic;fireElementResistPercent:asCharacterBaseCharacteristic;neutralElementReduction:asCharacterBaseCharacteristic;earthElementReduction:asCharacterBaseCharacteristic;waterElementReduction:asCharacterBaseCharacteristic;airElementReduction:asCharacterBaseCharacteristic;fireElementReduction:asCharacterBaseCharacteristic;pushDamageReduction:asCharacterBaseCharacteristic;criticalDamageReduction:asCharacterBaseCharacteristic;pvpNeutralElementResistPercent:asCharacterBaseCharacteristic;pvpEarthElementResistPercent:asCharacterBaseCharacteristic;pvpWaterElementResistPercent:asCharacterBaseCharacteristic;pvpAirElementResistPercent:asCharacterBaseCharacteristic;pvpFireElementResistPercent:asCharacterBaseCharacteristic;pvpNeutralElementReduction:asCharacterBaseCharacteristic;pvpEarthElementReduction:asCharacterBaseCharacteristic;pvpWaterElementReduction:asCharacterBaseCharacteristic;pvpAirElementReduction:asCharacterBaseCharacteristic;pvpFireElementReduction:asCharacterBaseCharacteristic;meleeDamageDonePercent:asCharacterBaseCharacteristic;meleeDamageReceivedPercent:asCharacterBaseCharacteristic;rangedDamageDonePercent:asCharacterBaseCharacteristic;rangedDamageReceivedPercent:asCharacterBaseCharacteristic;weaponDamageDonePercent:asCharacterBaseCharacteristic;weaponDamageReceivedPercent:asCharacterBaseCharacteristic;spellDamageDonePercent:asCharacterBaseCharacteristic;spellDamageReceivedPercent:asCharacterBaseCharacteristic;spellModifications#len:writeShort;spellModifications[]:asCharacterSpellModification;probationTime:writeInt	client-as3	242
CharacterHardcoreOrEpicInformations	474	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterHardcoreOrEpicInformations.as:10	3	deathState:uint;deathCount:uint;deathMaxLevel:uint	CharacterBaseInformations	super:CharacterBaseInformations;deathState:writeByte;deathCount:writeVarShort;deathMaxLevel:writeByte	client-as3	242
CharacterMinimalAllianceInformations	444	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalAllianceInformations.as:11	1	alliance:BasicAllianceInformations	CharacterMinimalGuildInformations	super:CharacterMinimalGuildInformations;alliance:asBasicAllianceInformations	client-as3	242
CharacterMinimalGuildInformations	445	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalGuildInformations.as:10	1	guild:BasicGuildInformations	CharacterMinimalPlusLookInformations	super:CharacterMinimalPlusLookInformations;guild:asBasicGuildInformations	client-as3	242
CharacterMinimalInformations	110	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalInformations.as:8	1	level:uint	CharacterBasicMinimalInformations	super:CharacterBasicMinimalInformations;level:writeByte	client-as3	242
CharacterMinimalPlusLookAndGradeInformations	193	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalPlusLookAndGradeInformations.as:9	1	grade:uint	CharacterMinimalPlusLookInformations	super:CharacterMinimalPlusLookInformations;grade:writeVarInt	client-as3	242
CharacterMinimalPlusLookInformations	163	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalPlusLookInformations.as:9	1	entityLook:EntityLook	CharacterMinimalInformations	super:CharacterMinimalInformations;entityLook:asEntityLook	client-as3	242
CharacterRemodelingInformation	479	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterRemodelingInformation.as:10	5	name:String;breed:int;sex:Boolean;cosmeticId:uint;colors:Vector.<int>	AbstractCharacterInformation	super:AbstractCharacterInformation;name:writeUTF;breed:writeByte;sex:writeBoolean;cosmeticId:writeVarShort;colors#len:writeShort;colors[]:writeInt	client-as3	242
CharacterSpellModification	215	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterSpellModification.as:8	3	modificationType:uint;spellId:uint;value:CharacterBaseCharacteristic		modificationType:writeByte;spellId:writeVarShort;value:asCharacterBaseCharacteristic	client-as3	242
CharacterToRecolorInformation	212	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterToRecolorInformation.as:9	0		AbstractCharacterToRefurbishInformation	super:AbstractCharacterToRefurbishInformation	client-as3	242
CharacterToRelookInformation	399	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterToRelookInformation.as:9	0		AbstractCharacterToRefurbishInformation	super:AbstractCharacterToRefurbishInformation	client-as3	242
CharacterToRemodelInformations	477	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterToRemodelInformations.as:9	2	possibleChangeMask:uint;mandatoryChangeMask:uint	CharacterRemodelingInformation	super:CharacterRemodelingInformation;possibleChangeMask:writeByte;mandatoryChangeMask:writeByte	client-as3	242
ContentPart	350	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/updater/ContentPart.as:9	2	id:String;state:uint		id:writeUTF;state:writeByte	client-as3	242
DareCriteria	501	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/dare/DareCriteria.as:8	2	type:uint;params:Vector.<int>		type:writeByte;params#len:writeShort;params[]:writeInt	client-as3	242
DareInformations	502	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/dare/DareInformations.as:9	11	dareId:Number;creator:CharacterBasicMinimalInformations;subscriptionFee:Number;jackpot:Number;maxCountWinners:uint;endDate:Number;isPrivate:Boolean;guildId:uint;allianceId:uint;criterions:Vector.<DareCriteria>;startDate:Number		dareId:writeDouble;creator:asCharacterBasicMinimalInformations;subscriptionFee:writeVarLong;jackpot:writeVarLong;maxCountWinners:writeShort;endDate:writeDouble;isPrivate:writeBoolean;guildId:writeVarInt;allianceId:writeVarInt;criterions#len:writeShort;criterions[]:asDareCriteria;startDate:writeDouble	client-as3	242
DareReward	505	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/dare/DareReward.as:8	4	type:uint;monsterId:uint;kamas:Number;dareId:Number		type:writeByte;monsterId:writeVarShort;kamas:writeVarLong;dareId:writeDouble	client-as3	242
DareVersatileInformations	504	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/dare/DareVersatileInformations.as:8	3	dareId:Number;countEntrants:uint;countWinners:uint		dareId:writeDouble;countEntrants:writeInt;countWinners:writeInt	client-as3	242
DecraftedItemStackInfo	481	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/job/DecraftedItemStackInfo.as:8	5	objectUID:uint;bonusMin:Number;bonusMax:Number;runesId:Vector.<uint>;runesQty:Vector.<uint>		objectUID:writeVarInt;bonusMin:writeFloat;bonusMax:writeFloat;runesId#len:writeShort;runesId[]:writeVarShort;runesQty#len:writeShort;runesQty[]:writeVarInt	client-as3	242
DungeonPartyFinderPlayer	373	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/DungeonPartyFinderPlayer.as:9	5	playerId:Number;playerName:String;breed:int;sex:Boolean;level:uint		playerId:writeVarLong;playerName:writeUTF;breed:writeByte;sex:writeBoolean;level:writeByte	client-as3	242
EntityDispositionInformations	60	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/EntityDispositionInformations.as:8	2	cellId:int;direction:uint		cellId:writeShort;direction:writeByte	client-as3	242
EntityLook	55	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/look/EntityLook.as:8	5	bonesId:uint;skins:Vector.<uint>;indexedColors:Vector.<int>;scales:Vector.<int>;subentities:Vector.<SubEntity>		bonesId:writeVarShort;skins#len:writeShort;skins[]:writeVarShort;indexedColors#len:writeShort;indexedColors[]:writeInt;scales#len:writeShort;scales[]:writeVarShort;subentities#len:writeShort;subentities[]:asSubEntity	client-as3	242
EntityMovementInformations	63	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/EntityMovementInformations.as:9	2	id:int;steps:Vector.<int>		id:writeInt;steps#len:writeShort;steps[]:writeByte	client-as3	242
FightAllianceTeamInformations	439	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightAllianceTeamInformations.as:8	1	relation:uint	FightTeamInformations	super:FightTeamInformations;relation:writeByte	client-as3	242
FightCommonInformations	43	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightCommonInformations.as:9	5	fightId:int;fightType:uint;fightTeams:Vector.<FightTeamInformations>;fightTeamsPositions:Vector.<uint>;fightTeamsOptions:Vector.<FightOptionsInformations>		fightId:writeInt;fightType:writeByte;fightTeams#len:writeShort;fightTeams[]#typeId:writeShort;fightTeams[]:serialize;fightTeamsPositions#len:writeShort;fightTeamsPositions[]:writeVarShort;fightTeamsOptions#len:writeShort;fightTeamsOptions[]:asFightOptionsInformations	client-as3	242
FightDispellableEffectExtendedInformations	208	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/action/fight/FightDispellableEffectExtendedInformations.as:11	3	actionId:uint;sourceId:Number;effect:AbstractFightDispellableEffect		actionId:writeVarShort;sourceId:writeDouble;#typeId:writeShort;effect:serialize	client-as3	242
FightEntityDispositionInformations	217	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/FightEntityDispositionInformations.as:8	1	carryingCharacterId:Number	EntityDispositionInformations	super:EntityDispositionInformations;carryingCharacterId:writeDouble	client-as3	242
FightExternalInformations	117	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightExternalInformations.as:8	6	fightId:int;fightType:uint;fightStart:uint;fightSpectatorLocked:Boolean;fightTeams:Vector.<FightTeamLightInformations>;fightTeamsOptions:Vector.<FightOptionsInformations>		fightId:writeInt;fightType:writeByte;fightStart:writeInt;fightSpectatorLocked:writeBoolean;fightTeams[]:asFightTeamLightInformations;fightTeamsOptions[]:asFightOptionsInformations	client-as3	242
FightLoot	41	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightLoot.as:8	2	objects:Vector.<uint>;kamas:Number		objects#len:writeShort;objects[]:writeVarShort;kamas:writeVarLong	client-as3	242
FightOptionsInformations	20	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightOptionsInformations.as:9	4	isSecret:Boolean;isRestrictedToPartyOnly:Boolean;isClosed:Boolean;isAskingForHelp:Boolean		isSecret:bit0;isRestrictedToPartyOnly:bit1;isClosed:bit2;isAskingForHelp:bit3;#local:writeByte	client-as3	242
FightResultAdditionalData	191	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultAdditionalData.as:8	0				client-as3	242
FightResultExperienceData	192	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultExperienceData.as:9	14	experience:Number;showExperience:Boolean;experienceLevelFloor:Number;showExperienceLevelFloor:Boolean;experienceNextLevelFloor:Number;showExperienceNextLevelFloor:Boolean;experienceFightDelta:Number;showExperienceFightDelta:Boolean;experienceForGuild:Number;showExperienceForGuild:Boolean;experienceForMount:Number;showExperienceForMount:Boolean;isIncarnationExperience:Boolean;rerollExperienceMul:uint	FightResultAdditionalData	super:FightResultAdditionalData;showExperience:bit0;showExperienceLevelFloor:bit1;showExperienceNextLevelFloor:bit2;showExperienceFightDelta:bit3;showExperienceForGuild:bit4;showExperienceForMount:bit5;isIncarnationExperience:bit6;#local:writeByte;experience:writeVarLong;experienceLevelFloor:writeVarLong;experienceNextLevelFloor:writeVarLong;experienceFightDelta:writeVarLong;experienceForGuild:writeVarLong;experienceForMount:writeVarLong;rerollExperienceMul:writeByte	client-as3	242
